County,City,Location Description,Transit Type,Day of Date,Avg. PercentNorm/100
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"May 1, 2020",-6%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 30, 2020",131%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 29, 2020",100%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"April 28, 2020",-38%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 28, 2020",121%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 27, 2020",270%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 26, 2020",164%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 25, 2020",73%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 24, 2020",200%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 23, 2020",219%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 22, 2020",69%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 21, 2020",71%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"April 20, 2020",34%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 20, 2020",350%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"April 19, 2020",-25%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 19, 2020",75%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"April 18, 2020",30%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 18, 2020",167%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"April 17, 2020",-5%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 17, 2020",456%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"April 16, 2020",66%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 16, 2020",225%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"April 15, 2020",12%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 15, 2020",685%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"April 14, 2020",22%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 14, 2020",164%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"April 13, 2020",1%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 13, 2020",360%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"April 12, 2020",-6%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 12, 2020",118%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"April 11, 2020",20%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 11, 2020",182%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"April 10, 2020",8%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"April 9, 2020",25%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 9, 2020",1244%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"April 8, 2020",16%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 8, 2020",362%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"April 7, 2020",8%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 7, 2020",414%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"April 6, 2020",-6%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 6, 2020",650%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"April 5, 2020",-38%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 5, 2020",121%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"April 4, 2020",-37%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 4, 2020",39%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"April 3, 2020",-47%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 3, 2020",156%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"April 2, 2020",-40%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 2, 2020",56%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"April 1, 2020",-16%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"April 1, 2020",123%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 31, 2020",-33%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 31, 2020",160%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 30, 2020",-45%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 30, 2020",-6%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 29, 2020",-25%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 29, 2020",43%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 28, 2020",-43%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 28, 2020",85%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 27, 2020",-38%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 27, 2020",308%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 26, 2020",-33%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 26, 2020",313%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 25, 2020",-21%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 25, 2020",89%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 24, 2020",-54%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 24, 2020",113%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 23, 2020",-22%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 23, 2020",-6%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 22, 2020",-50%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 22, 2020",-7%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 21, 2020",8%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 21, 2020",127%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 20, 2020",25%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 20, 2020",162%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 19, 2020",13%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 19, 2020",350%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 18, 2020",-3%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 18, 2020",0%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 17, 2020",-31%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 17, 2020",180%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 16, 2020",0%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 16, 2020",88%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 15, 2020",-29%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 15, 2020",114%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 14, 2020",-56%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 14, 2020",-15%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 13, 2020",-67%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 13, 2020",-69%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 12, 2020",-40%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 12, 2020",163%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 11, 2020",-28%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 11, 2020",35%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 10, 2020",-43%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 10, 2020",-27%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 9, 2020",-17%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 9, 2020",29%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 7, 2020",-41%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 7, 2020",-54%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 6, 2020",-13%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 6, 2020",31%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 5, 2020",-31%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 5, 2020",125%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 4, 2020",-10%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 4, 2020",19%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 3, 2020",-52%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 3, 2020",213%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 2, 2020",-30%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 2, 2020",12%
Clallam,,Olympic Discovery Trail Hollywood Beach,Pedestrian,"March 1, 2020",-36%
Clallam,,Elwha Bridge Trail Crossing,Pedestrian,"March 1, 2020",18%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"June 2, 2020",35%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"June 2, 2020",98%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"June 1, 2020",-33%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"June 1, 2020",-50%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 31, 2020",-84%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 31, 2020",60%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 30, 2020",-98%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 30, 2020",-20%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 29, 2020",220%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 29, 2020",762%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 28, 2020",229%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 28, 2020",98%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 26, 2020",-33%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 26, 2020",44%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 25, 2020",-98%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 25, 2020",-14%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 24, 2020",-85%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 24, 2020",71%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 23, 2020",-96%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 23, 2020",48%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 22, 2020",-94%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 22, 2020",-26%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 21, 2020",-97%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 21, 2020",-54%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 20, 2020",-98%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 20, 2020",-44%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 19, 2020",-96%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 19, 2020",10%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 18, 2020",-98%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 18, 2020",-43%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 17, 2020",-94%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 17, 2020",75%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 16, 2020",-98%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 16, 2020",-41%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 15, 2020",-93%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 15, 2020",-74%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 14, 2020",-98%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 14, 2020",-76%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 13, 2020",-98%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 13, 2020",102%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 12, 2020",-95%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 12, 2020",1061%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 11, 2020",-98%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 11, 2020",10%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 10, 2020",-81%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 10, 2020",742%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 9, 2020",-85%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 9, 2020",224%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 8, 2020",-84%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 8, 2020",431%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 7, 2020",-51%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 7, 2020",388%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 6, 2020",-91%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 6, 2020",298%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 5, 2020",-87%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 5, 2020",595%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 4, 2020",-92%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 4, 2020",1291%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 3, 2020",-97%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 3, 2020",44%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 2, 2020",-99%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 2, 2020",-57%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"May 1, 2020",-83%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"May 1, 2020",485%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 30, 2020",149%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 30, 2020",803%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 29, 2020",225%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 29, 2020",142%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 28, 2020",-31%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 28, 2020",86%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 27, 2020",-14%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 27, 2020",240%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 26, 2020",62%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 26, 2020",206%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 25, 2020",-49%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 25, 2020",80%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 24, 2020",-67%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 24, 2020",-14%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 23, 2020",-35%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 23, 2020",-21%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 22, 2020",-75%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 22, 2020",-51%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 21, 2020",-86%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 21, 2020",-47%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 20, 2020",569%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 20, 2020",53%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 19, 2020",208%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 19, 2020",31%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 18, 2020",-33%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 18, 2020",-62%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 17, 2020",353%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 17, 2020",137%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 16, 2020",181%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 16, 2020",958%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 15, 2020",500%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 15, 2020",313%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 14, 2020",373%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 14, 2020",702%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 13, 2020",1317%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 13, 2020",834%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 12, 2020",921%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 11, 2020",973%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 11, 2020",33%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 10, 2020",1109%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 10, 2020",61%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 9, 2020",482%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 8, 2020",260%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 7, 2020",-19%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 7, 2020",25%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 6, 2020",-33%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 6, 2020",11%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 5, 2020",9%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 5, 2020",27%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 4, 2020",-37%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 4, 2020",-16%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 3, 2020",-59%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 3, 2020",-23%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 2, 2020",-44%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 2, 2020",-63%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"April 1, 2020",-79%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"April 1, 2020",-69%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 31, 2020",-95%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 31, 2020",-41%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 30, 2020",-94%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 30, 2020",-65%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 29, 2020",-95%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 29, 2020",8%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 28, 2020",-96%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 28, 2020",-26%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 27, 2020",-88%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 27, 2020",-37%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 26, 2020",-89%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 26, 2020",-7%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 25, 2020",-93%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 25, 2020",7%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 24, 2020",-91%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 24, 2020",-43%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 23, 2020",-81%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 23, 2020",58%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 22, 2020",-66%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 22, 2020",26%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 21, 2020",-62%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 21, 2020",40%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 20, 2020",1373%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 20, 2020",170%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 19, 2020",-14%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 19, 2020",146%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 18, 2020",-60%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 18, 2020",10%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 17, 2020",-39%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 17, 2020",-41%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 16, 2020",86%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 16, 2020",-14%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 15, 2020",-93%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 15, 2020",-29%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 14, 2020",-96%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 14, 2020",-74%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 13, 2020",-75%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 13, 2020",-26%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 12, 2020",222%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 12, 2020",0%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 11, 2020",26%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 11, 2020",30%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 10, 2020",-18%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 10, 2020",11%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 9, 2020",-81%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 9, 2020",-26%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 7, 2020",-93%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 7, 2020",-46%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 6, 2020",-77%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 6, 2020",-41%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 5, 2020",-62%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 5, 2020",36%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 4, 2020",-74%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 4, 2020",13%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 3, 2020",-65%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 3, 2020",-57%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 2, 2020",-89%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 2, 2020",-56%
Clark,Vancouver,SR 5 at Columbia River Bridge South,Pedestrian,"March 1, 2020",-94%
Clark,Vancouver,SR 5 at Columbia River Bridge North,Pedestrian,"March 1, 2020",-13%
Douglas,East Wenatchee,Apple Capitol Loop Trail,Pedestrian,"June 2, 2020",143%
Douglas,East Wenatchee,Apple Capitol Loop Trail,Pedestrian,"June 1, 2020",19%
Douglas,East Wenatchee,Apple Capitol Loop Trail,Pedestrian,"May 31, 2020",273%
Douglas,East Wenatchee,Apple Capitol Loop Trail,Pedestrian,"May 30, 2020",36%
Douglas,East Wenatchee,Apple Capitol Loop Trail,Pedestrian,"May 29, 2020",-10%
Douglas,East Wenatchee,Apple Capitol Loop Trail,Pedestrian,"May 28, 2020",68%
Douglas,East Wenatchee,Apple Capitol Loop Trail,Pedestrian,"May 26, 2020",177%
Douglas,East Wenatchee,Apple Capitol Loop Trail,Pedestrian,"May 25, 2020",237%
Douglas,East Wenatchee,Apple Capitol Loop Trail,Pedestrian,"May 24, 2020",165%
Douglas,East Wenatchee,Apple Capitol Loop Trail,Pedestrian,"May 23, 2020",518%
Douglas,East Wenatchee,Apple Capitol Loop Trail,Pedestrian,"May 22, 2020",341%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 30, 2020",587%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 29, 2020",-94%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 28, 2020",39%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 27, 2020",368%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 26, 2020",364%
